Naam,Geslacht,Welke sporten heb je beoefend?,"Anders, namelijk",Hoeveel jaar heb je je langst beoefende sport beoefend?,Wat is het fanatiekst dat je hebt gesport?,Wat is je beste sportprestatie?,Heb je eerder geroeid?,"Zo ja, hoe lang?","Zo ja, hoe vaak per week?","Zo ja, bij welke vereniging?",Hoe vaak ben je van plan te gaan roeien per week?,Gewicht (in kg),Lengte (in cm),Ik wil naar Skøll voor,Heb je je naast sport op een ander gebied buitengewoon ingezet?,Waar ken je Skøll van?,"Anders, namelijk.1",Waarom zou jij goed bij Skøll passen?,Instituut,Wanneer ben je begonnen met je studie?,Wanneer verwacht je af te studeren?,Heb je je zwemdiploma A?,"Indien je niet in Amsterdam woont, ben je op zoek naar een kamer in Amsterdam?","Op Skøll eten veel mensen vegetarisch, pas je voorkeur hieronder aan als je toch wel vlees wilt eten",Heb je medische bijzonderheden waar wij rekening mee moeten houden?,Namelijk,Heb je allergieën waar wij rekening mee moeten houden?,Wanneer kun je roeien?
-8167309199324784330,Vrouw,"atletics, swimming",,,,,Nee,,? keer per week,,? keer per week,54,160,,,friend,,,,,,Nee,Ja,,Nee,,,"ne ne ja ja, ne ne ja ja, ne ne ja ja, ne ne ja ja, ne ne ja ja"
-7361852190692107980,Vrouw,"rowing, cycling, ice-skating, soccer, tennis, swimming, hockey",,2-7 jaar,,,Ja,Een paar keer,? keer per week,Roeivereniging Berlage,? keer per week,62,175,,,stand,,"Ik ben sportief, positief en sociaal. Ik ben op zoek naar een leuke roeivereniging voor tijdens mijn studententijd.",,,,Nee,Ja,,Nee,,,"ja ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
3194531950055298977,Man,rowing,Powerlifting,4 years,,"Squatting double my body weight, also getting first 6:59min PB 2k time in rowing",Ja,3 years,2 à 3 keer per week,University of Oxford,Meer dan 4 keer per week,79,181,,,friend,,"I have a decent rowing technique, fitness ability and sense of humour so I would be able to contribute to the crew I join quite quickly, and I like to have fun outside of rowing - a friend of mine who\'s rowed in Skoll a few years back told me it\'s an important part of Skoll culture ;)",,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-526035337914973761,Vrouw,other,Dansen,3 jaar,,Een solo tijdens dans optreden,Nee,,? keer per week,,2 à 3 keer per week,60,174,,,friend,,Ik hou ervan om in een leuk team samen te werken en nieuwe mensen te leren kennen.,Universiteit van Amsterdam,,,Nee,Nee,,Nee,,,"ne ne ja ja, ne ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ne"
5535317381753214181,Man,"soccer, other",Judo,14 jaar judo en 6 jaar voetbal,,Het behalen van de bruine band judo.,Nee,,? keer per week,,2 à 3 keer per week,80,182,,,friend,,Omdat ik van hard sporten houd en graag sociaal contact leg met nieuwe mensen.,Universiteit van Amsterdam,,,Nee,Ja,,Nee,,,"ja ja ja ja, ne ne ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-8511640010938458886,Man,"rowing, tennis, hockey",,"2 jaar roeien 11 jaar Hockey, 2 jaar tennis ",,Hockeyen op sub top niveau bij HC Bloemendaal in de A,Ja,2 jaar,2 à 3 keer per week,KRZV het Spaarne,? keer per week,76,183,,,"internet, friend, stand",,Ik houd van lekker flexibel(hard) roeien en nieuwe vrienden te maken tijdens een hapje en een drankje aan de Amstel.,,,,Nee,Ja,,Nee,,,"ne ja ja ne, ja ja ja ne, ja ja ja ne, ne ja ne ne, ne ne ne ne"
8401577449808922399,Man,"tennis, basketball, hockey",,12 Jaar,,,Nee,,? keer per week,,2 à 3 keer per week,"72,5",190,,,friend,,Ik leer graag een nieuwe sport zoals roeien. Ontmoet graag nieuwe mensen en vind het leuk om actief bezig te zijn. ,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ne ne ja ja, ja ja ja ja, ne ne ja ja, ne ja ja ja"
-2768293389754924841,Man,"swimming, other","Judo, vroeger",Wedstrijdzwemmen: 10 jaar,,2016 Vanaf 2016 elk halfjaar deelname aan Nederlandse Jeugd en (later) Open Kampioenschappen\n2016 Nederlands jeugdkampioen estafette 4x100m wisselslag heren \n2018 Nederlands record 4x100m wisselslag estafette gemengd\n2018 4e op 50 meter schoolslag bij Nederlandse Jeugd Kampioenschappen.\n,Nee,-,? keer per week,-,Minder dan 2 keer per week,85,188,,,"internet, friend, stand",,"Tot en met afgelopen sportseizoen heb ik als topsporter getraind voor mijn wedstrijdzwemmen. Ik weet wat het is om te bijten en om door te zetten, ook als het eventjes tegen zit.",,,,Nee,Nee,,Nee,,,"ne ne ne ja, ja ja ja ja, ne ne ja ja, ja ja ja ja, ne ne ja ja"
-3395498129603370998,Vrouw,"cycling, soccer, tennis",,"voetbal 10 jaar, tennis 5 jaar, wielrennen 1 jaar ",,"een hele belangrijke wedstrijd winnen, en dat seizoen tweede worden ",Nee,,? keer per week,,2 à 3 keer per week,70,175,,,friend,,ik hou van het vrije maar toch gezellige aspect van Skoll ,,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ne ne ne, ja ja ja ja"
-1310556700972401144,Man,soccer,,8 jaar,,Een keer een beker gewonnen met voetbal,Nee,,? keer per week,,Minder dan 2 keer per week,65,182,,,friend,,"Ik houd wel van wat gezelligheid. Ik ben niet de sterkste, maar ben wel sportief.",Universiteit van Amsterdam,,,Nee,Nee,,Nee,,,"ne ne ja ja, ne ne ja ja, ne ja ja ja, ja ja ja ne, ja ja ja ja"
4644097658960436094,Vrouw,hockey,-,10,,Kampioen binnen de klasse waarin ik destijds ingedeeld was,Nee,-,? keer per week,-,2 à 3 keer per week,67,184,,,internet,-,Sinds begin september loop ik stage in Amsterdam en vanaf februari begin ik aan mijn minor hier. Omdat ik alles eruit wilt halen wat erin zit leek skøll de uitkomst! Het is een nieuwe uitdaging die sport en gezelligheid combineert. ,,,,Nee,Ja,,Nee,,,"ja ne ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-4811160706822790913,Vrouw,"atletics, soccer, basketball, hockey",,2-6 jaar,,100m sprint ,Nee,,? keer per week,,Minder dan 2 keer per week,57,174,,,"city, friend",,Voor de gezelligheid en sfeer! ,,,,Nee,Nee,,Nee,,,"ja ja ja ne, ja ja ja ne, ja ja ja ne, ja ja ja ne, ja ja ja ne"
5858791568442063996,Vrouw,"atletics, volleyball, other",turnen,elk 2/3 jaar,,,Nee,,? keer per week,,Minder dan 2 keer per week,62,181,,,friend,,,Vrije Universiteit Amsterdam,,,Nee,Ja,,Nee,,,"ja ja ja ja, ne ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja"
2611630525665787848,Vrouw,soccer,,2 jaar ,,:),Nee,-,? keer per week,-,Minder dan 2 keer per week,62,179,,,stand,,Omdat ik graag zou willen leren roeien en nieuwe mensen wil ontmoeten,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja"
286270671547986303,Man,"rowing, ice-skating, soccer, tennis, other",Judo,Lang,,Derde geworden op het zuidnederlands kampioenschap Judo,Ja,1 jaar,2 à 3 keer per week,Theta,Minder dan 2 keer per week,73,183,,,friend,,Gezelligheid en sport samen,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ne ne ne ne, ja ja ja ja, ja ja ja ja, ne ne ne ne"
7017319697812528227,Man,soccer,Judo,13 jaar voetbal en 11 jaar judo,,Mijn beste prestatie was mijn derde plek op het espoir open. Een internationaal judo toernooi ,Nee,,Minder dan 2 keer per week,,Minder dan 2 keer per week,81,176,,,friend,,"Rozen zijn rood, viooltjes zijn blauw. \nIk wil bij skoll, daarom e-mail ik jou",,,,Nee,Ja,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
-4093061507813637296,Man,"soccer, other",Rennen,13 jaar ,,Tournament gewonnen met mijn school voetbal team ,Nee,,? keer per week,,2 à 3 keer per week,70,185,,,"internet, friend, stand",,"Skøll is een groot club mensen die houden van sporten en gezelligheid, twee dingen die ik het belangrijkst vind in een club. Veder is roeien een echt team sport, waar je verschillende mogelijkheid om de top te bereiken. Als een competitieve en spontaan persoon denk ik dat ik perfect in Skøll pas.",,,,Nee,Nee,,Nee,,,"ja ja ja ja, ne ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja"
7548385063780857378,Man,"soccer, tennis, other",Zeilen,"Voetbal 13 jaar, tennis 3 jaar, zeilen elke zomer",,Kampioen met voetbal,Nee,,? keer per week,,2 à 3 keer per week,79,195,,,"poster, city, friend, stand",,Ik houd van gezelligheid en watersport en ik denk dat Skøll de ultieme combinatie biedt tussen deze twee dingen.\n,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ne ne ne, ja ja ja ja, ja ja ja ja"
-7439392583636635246,Man,"soccer, volleyball, hockey",,15 jaar,,Met het volleyball team meerdere malen kampienschap gewonnen.,Nee,,? keer per week,,3 à 4 keer per week,82,188,,,friend,,"Ik ben gek op sporten, gezelligheid en winnen. Het liefst zou ik ook gaan wedstrijdroeien. Ik ken mensen bij Skøll en weet daardoor hoe onwijs gaaf en gezellig het daar is. Ik weet zeker dat ik goed zou passen bij Skøll!",Vrije Universiteit Amsterdam,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-2351196964767258914,Man,"soccer, other",sportschool,4 jaar,,80kg benchpress \n,Nee,,? keer per week,,2 à 3 keer per week,80,185,,,internet,,Het lijkt mij een gezellige vereniging en ik houd wel van sport.,,,,Nee,Ja,,Nee,,,"ne ne ne ne, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-671140975929944567,Vrouw,"tennis, hockey",,7 jaar ,,"Ik heb een tijdje in Singapore gehockeyd, waar wij 2 keer kampioen zijn geworden in de hoogste divisie. ",Nee,,? keer per week,,Meer dan 4 keer per week,54,163,,,friend,,"Ik hou erg van sporten, en ik zou het heel leuk vinden om een sport te doen die ik niet eerder heb gedaan. Daarnaast breng ik graag veel tijd door met vrienden en vriendinnen en verwacht ik dat ik bij Skøll veel leuke mensen zal leren kennen. Ook houd ik erg van borrelen en gezelligheid. ",Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja"
5954271658178175169,Man,soccer,,7 jaar,,3 Jaar op rij hoofdklasse spelen,Nee,,? keer per week,,2 à 3 keer per week,69,182,,,"poster, friend",,Ik vind het leuk nieuwe mensen te leren kennen en mezelf te kunnen pushen door middel van roeien,Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ne ja ja, ja ja ja ja, ne ne ne ja"
3536787836522948874,Vrouw,"soccer, tennis, swimming, basketball, hockey, other","Taekwondo, Kickboksen, Wushu, Streetdance",Het meeste 1-3 jaar. Alleen taekwondo 7 jaar.,,Taekwondo stijl kampioenschap district West: 1e plek. Taekwondo rood-zwarte band.,Nee,,? keer per week,,2 à 3 keer per week,60,170,,,friend,,Ik hou van gezelligheid en sportiviteit.,,,,Nee,Nee,,Nee,,,"ne ne ne ja, ja ja ja ja, ja ja ja ja, ne ne ne ja, ja ja ja ja"
5281256605584020939,Vrouw,"ice-skating, tennis, handball, other","yoga, zeilen en boksen","3, 2, 10, 3, 3 jaar en net begonnen met boksen",,Kampioen geworden met handbal (Fiqas Aalsmeer),Nee,,? keer per week,,Minder dan 2 keer per week,55,168,,,friend,,Omdat ik sportief ben maar ook zeker houd van gezelligheid en een leuk feestje! En ik kijk er enorm erg naar uit om nieuwe mensen te leren kennen!,Universiteit van Amsterdam,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ne ne ne, ja ja ja ja, ja ne ne ne, ja ja ja ja"
3517531584674019454,Vrouw,"atletics, cycling, soccer, swimming, hockey","Karate, triatlon, dansen","Hockey 12 jaar, triatlon/atletiek 1.5 jaar. De rest vrij kort. ",,Met mijn triatlonteam EK triatlon voor de jeugd gehaald.  Hockey landelijk gespeeld. Wat hardloopwedstrijdjes gewonnen. ,Nee,,? keer per week,,3 à 4 keer per week,65,169,,,friend,,Omdat ik bij een roeivereniging wil,Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ne ne ja ja, ja ja ja ja, ja ja ne ne, ja ja ja ja, ja ja ja ja"
398335630310290180,Man,"atletics, soccer",,14 Jaar,,1e geworden in de competitie met voetbal. ,Nee,,? keer per week,,2 à 3 keer per week,71,186,,,friend,,Ik houd van sporten en van gezelligheid. ,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ne ne ne, ja ja ja ja, ja ja ja ja, ja ja ja ja"
8304898558784126675,Vrouw,"atletics, soccer, hockey, other",Dansen,"Atletiek 5 jaar, voetbal 6 jaar, hockey 1 jaar, dansen 8 jaar",,Kampioen worden met voetbal,Nee,,? keer per week,,2 à 3 keer per week,75,170,,,"flyer, stand",,"Ik vind het fijn om eens in de zoveel tijd aan sport te doen en het lijkt me erg leuk een nieuwe sport te proberen, daarnaast houd ik heel veel van gezelligheid dus het borrelen zal me ook goed afgaan. :)",,,,Nee,Ja,,Nee,,,"ne ne ja ja, ne ne ja ja, ne ne ja ja, ne ne ja ja, ne ne ja ja"
-5280381721298015225,Vrouw,"hockey, other",dansen en turnen,"hockey 11 jaar, dansen 12 jaar, turnen 5 jaar",,selectie groep dansen,Nee,,? keer per week,,2 à 3 keer per week,55,163,,,stand,,Ik houd heel erg van sporten en gezelligheid en ben graag op het water!! Ook lijkt het me heel leuk nieuwe mensen te ontmoeten en te roeien :),Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ja ja ja ja, ne ja ja ja, ne ja ja ja, ja ja ja ja"
4917730722509773653,Vrouw,"hockey, other",Modern dansen,14 jaar,,Verschillende toernooien gewonnen met hockey.\nIk heb verschillende danswedstrijden gedaan.,Nee,,? keer per week,,3 à 4 keer per week,59,172,,,"poster, internet, friend",,Ik zou graag een sociale en leukste studententijd tegemoet willen waarin ik alsnog fanatiek een sport kan beoefenen. ,Hogeschool van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ne ne"
-4489399107510929002,Vrouw,"rowing, other","unihockey, dans, aerobic",verschillend,,,Ja,"1,5 jaren",Minder dan 2 keer per week,RCG-Boppard,2 à 3 keer per week,70,170,,,internet,,Ik zou het echt leuk vinden bij jullie mee te doen en op nieuw met het roien te beginnen :),,,,Nee,Nee,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ne ja ja, ne ja ja ja, ne ne ne ne"
-1113698215592806093,Vrouw,"atletics, tennis",,"Atletiek: 7 jaar, Tennis: 1 jaar",,Deelnemen aan de haarlemmermeerrun,Nee,-,? keer per week,-,Minder dan 2 keer per week,64,185,,,friend,,Ik heb zin om roeien onder te knie te krijgen en dit als een nieuwe sport te beoefenen. Overigens houd ik heel erg van nieuwe mensen ontmoeten en een feestje te bouwen (vandaar ook mijn bijnaam Karen Kater)!! Ik ben klaar voor het verenigingsleven en wil me er vol voor geven!,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ne ne ne ne, ne ja ja ja, ne ja ja ja, ne ne ja ja"
-6387127479068383471,Man,hockey,,12 jaar,,"46 minuten, 10km gerend met de loop door houten ",Nee,,? keer per week,,2 à 3 keer per week,73,195,,,stand,,Ik ben opzoek naar mensen waar ik zowel gezellig mee kan borrelen als sporten en die mensen kwam ik tegen op Skøll. ,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-1594131546991755011,Vrouw,rowing,,"1,5 jaar",,,Ja,"1,5 jaar",2 à 3 keer per week,KR&ZV Het Spaarne,2 à 3 keer per week,51,174,,,friend,,Ik wil super graag in Amsterdam roeien nu ik hier ook studeer en een vriend van me zei dat Skøll een leuke vereniging is,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ne ne"
-4309158461418238991,Vrouw,"tennis, hockey, other",Korfbal,"Hockey 4 jaar, tennis 2 jaar, korfbal 2 jaar",,Ik spinde voornamelijk veel in de sportschool,Nee,,? keer per week,,Minder dan 2 keer per week,73,173,,,flyer,,Ik hou van gezelligheid maar ook vrijblijvendheid,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ne ja ja ja, ne ja ja ja, ja ja ja ja, ne ja ja ja"
-3999451809145290651,Vrouw,"ice-skating, tennis, swimming, hockey, other","Turnen, dansen",16 jaar,,Wedstrijden met hockey,Nee,,? keer per week,,2 à 3 keer per week,59,168,,,"internet, friend",,Ik hou van gezelligheid en ik zou graag willen leren roeien.,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ne ne ne"
-7420565217231716864,Vrouw,,"Dansen, sportschool en vrije tijds zwemmen/schaatsen",Sinds mijn 10e,,Niks boven de 15,Nee,,? keer per week,,? keer per week,61,161,,,"friend, other",Via mijn zus,Ik ben gemotiveerd om te sporten en hier gedisciplineerd in ben en zelfs als ik brak ben ga ik zin hebben om te roeien. Ik woon al 2 jaar in Amsterdam en wil graag weer nieuwe mensen ontmoeten om elke week mee te borrelen!!! :),,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja"
-1647152478557500755,Vrouw,"tennis, hockey",,15 jaar,,,Nee,,? keer per week,,Minder dan 2 keer per week,62,167,,,friend,,Ik vind het leuk om nieuwe mensen te ontmoeten en ik denk dat dit bij skoll moet lukken. ,Hogeschool van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ne ne, ja ja ja ja, ja ja ne ne, ja ja ja ja"
-3267566122510537504,Vrouw,"cycling, tennis, other",Dansen,8 jaar,,Lange afstanden gehiked in Noorwegen,Nee,,? keer per week,,2 à 3 keer per week,58,173,,,friend,,"Als er een feestje moet komen, heb je aan mij een goeie",Hogeschool van Amsterdam,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ja ja ja, ne ja ja ja, ja ja ja ja"
-7740687875577796119,Vrouw,"soccer, tennis, handball",Paardrijden,"Paardrijden 10 jaar, handbal 2 jaar, tennis 2 jaar, momenteel voetbal 5 jaar",,Kampioen voetballen,Nee,,? keer per week,,2 à 3 keer per week,67,166,,,internet,,Ik ben erg sportief aangelegd!,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ne ne ne, ja ja ja ja, ja ja ja ja"
-5667466872441628552,Man,"rowing, soccer, swimming, basketball, other",Judo,"Mijn hele leven, maar niet tegelijk",,Haha,Ja,Paar maandjes ,Minder dan 2 keer per week,Okeanos,? keer per week,70,178,,,,Intreeweek,"Het lijkt me ontzettend gezellig, en ik hou van veel sporten",,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-1653397564731946627,Man,"rowing, soccer, tennis, other",Skiën,17 jaar,,B1 stip,Ja,6 weken,2 à 3 keer per week,Skøll,Minder dan 2 keer per week,72,190,,,friend,,Heb me al een keer ingeschreven en vind het wel tijd voor een nieuwe kans,,,,Nee,Nee,,Nee,,,"ja ja ja ne, ja ja ja ja, ja ja ja ne, ja ja ja ne, ja ja ja ja"
-7888833279547083808,Man,"ice-skating, soccer, tennis",,"Voetbal 14 jaar, tennis en schaatsen beide 2 jaar ",,Meppel city run 2de team 4 mijl hardlopen ,Ja,3 maanden ,2 à 3 keer per week,Aegir,Meer dan 4 keer per week,68,185,,,friend,,Hou van roeien en gezelligheid ,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja"
-7918173995371827319,Vrouw,other,Hardlopen en fitness op de sportschool,2 jaar,,Bridge to bridge gelopen,Nee,,? keer per week,,2 à 3 keer per week,70,180,,,"flyer, stand",,Mij lijkt roeien heel erg leuk en daarnaast is het een goeie manier om nieuwe mensen te leren kennen.,Universiteit van Amsterdam,,,Nee,Ja,,Nee,,,"ja ja ja ja, ne ne ne ne, ja ja ja ja, ja ja ja ja, ja ja ja ja"
4495112746565864849,Man,"soccer, tennis, hockey",,"Hockey: 7 jaar, Voetbal: 2 jaar, Tennis: 1 jaar",,"Strafbal tegengehouden op veld 1 van HC Naarden terwijl bijna de hele club meekeek, was wel leuk",Nee,,? keer per week,,2 à 3 keer per week,100,196,,,other,Intreeweek 2018,"Tijdens de intreeweek gingen we langs bij jullie gebouw en toen heb ik de binnenkant ook gezien en het zag er allemaal wel goed uit. Verder mocht ik ook nog even roeien die dag( was er niet erg goed in als ik eerlijk ben) wat ook heel leuk was. En tot slot was er bier en wat eten. Die dag waren ook nog bij andere roeiverenigingen geweest, maar, en dit meen ik echt, Skoll was degene die ik in mn achterhoofd hield voor als ik de moed krijg om wat fysieker te worden en het ook nog leuk te hebben. Nu heb ik de moed, en wil ik erop handelen.",,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ne ne ne, ja ja ja ja, ja ja ja ja, ja ne ne ne"
3107745979687080454,Man,"swimming, other",rennen,4 jaar on en of,,,Nee,,? keer per week,,? keer per week,75,187,,,,,,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
644975395546317612,Man,"soccer, tennis, other",sportschool en vechtsporten waaronder ji jitsu en boksen,voetbal 10 jaar tennis 5 jaar kung fu 2 jaar sportschool een jaar geleden tot hedendaags,,3 km bij de coopertest gehaald,Nee,,? keer per week,,3 à 4 keer per week,70,187,,,"stand, other",intreeweek,Ik ben competitief en hou van teamsporten. ,,,,Nee,Nee,,Nee,,,"ne ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ja ja ja"
-3323856050798188022,Vrouw,"cycling, tennis, volleyball, hockey, other",Turnen en taekwondo,"Hockey 8 jaar, turnen 4 jaar en de andere sporten gemiddeld 3 jaar. ",,Kampioen worden met mijn hockeyteam. ,Nee,,? keer per week,,2 à 3 keer per week,65,183,,,friend,,Omdat ik een gezelligheidsvereniging in combinatie met een sportvereniging zoek! Bovendien ben ik bij verschillende feesten van skoll geweest en had het erg naar mijn zin daar. ,Universiteit van Amsterdam,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
4007276366981963020,Vrouw,hockey,,12 jaar,,Kampioen worden,Nee,,? keer per week,,? keer per week,63,172,,,friend,,Omdat ik van sporten hou en het leuk vind om wekelijkse borrels te hebben,,,,Nee,Nee,,Nee,,,"ja ja ne ne, ja ja ne ne, ja ja ne ne, ja ja ne ne, ja ja ne ne"
-881695492581457350,Vrouw,"tennis, hockey, other",yoga en pilates,9 jaar,,"Ik heb op mijn 15e een rugoperatie gehad, dus ik vind het al een hele prestatie dat ik nu weer yoga en Pilates en nu kan gaan roeien.",Nee,,? keer per week,,Minder dan 2 keer per week,66,180,,,friend,,"Ik zou goed bij Skøll passen, omdat ik het heerlijk vind om op een boot te zitten en er tevens van houd om in de buitenlucht te sporten. Wat een geluk dat Skøll zich dan ook in zo\'n mooie omgeving bevindt. Wat me ook aantrekt is dat ik zelf kan aangeven hoe vaak ik wil roeien. Op deze manier is het voor mij fijn te combineren met studie.",Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
-111268484697726061,Vrouw,"soccer, hockey",,Hockey (9jaar) en voerbal (2 jaar),,Ik was bij hockey gescout voor het Noord-hollands team toen ik keeper was.,Nee,,? keer per week,,3 à 4 keer per week,70,168,,,internet,,"Ik denk omdat ik heel gezellig ben en hoe van een feestje, maar ook zeker hou van team sport en wil graag een nieuwe sport leren en nieuwe mensen leren kennen.",Hogeschool van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ne ne ne ne, ne ja ja ja, ja ja ja ja, ja ja ja ja, ja ne ne ne"
